"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"18.09.2007","25,3316","25,3358","25,3777","25,3200","","-0,03%"
"17.09.2007","25,3394","25,3404","25,3557","25,3036","","0,00%"
"14.09.2007","25,3405","25,3760","25,3862","25,3126","","-0,06%"
"13.09.2007","25,3545","25,3775","25,4013","25,3310","","-0,04%"
"12.09.2007","25,3640","25,4536","25,4687","25,3695","","-0,36%"
"11.09.2007","25,4557","25,5192","25,5468","25,4323","","-0,27%"
"10.09.2007","25,5237","25,5760","25,5847","25,5063","","-0,14%"
"07.09.2007","25,5604","25,6485","25,6755","25,5369","","-0,32%"
"06.09.2007","25,6430","25,6295","25,7021","25,6211","","0,11%"
"05.09.2007","25,6153","25,6792","25,7243","25,6043","","-0,20%"
"04.09.2007","25,6675","25,6046","25,7397","25,5866","","0,25%"
"03.09.2007","25,6030","25,6495","25,6605","25,5713","","-0,19%"
"31.08.2007","25,6510","25,6533","25,6597","25,5700","","0,10%"
"30.08.2007","25,6257","25,6287","25,6995","25,6198","","-0,07%"
"29.08.2007","25,6435","25,7475","25,7880","25,6307","","-0,30%"
"28.08.2007","25,7194","25,6726","25,7417","25,6117","","0,21%"
"27.08.2007","25,6662","25,6770","25,7000","25,6094","","-0,04%"
"24.08.2007","25,6753","25,7268","25,7920","25,6758","","-0,20%"
"23.08.2007","25,7280","25,7591","25,7695","25,6635","","-0,14%"
"22.08.2007","25,7643","25,8942","25,9137","25,7496","","-0,50%"
"21.08.2007","25,8936","25,7740","25,9250","25,7498","","0,39%"
"20.08.2007","25,7939","25,7795","25,8075","25,7005","","0,06%"
"17.08.2007","25,7790","25,7780","25,8265","25,6885","","-0,05%"
"16.08.2007","25,7925","25,7091","25,8279","25,7091","","0,39%"
"15.08.2007","25,6935","25,5985","25,7165","25,5955","","0,39%"
"14.08.2007","25,5945","25,5409","25,6056","25,5025","","0,25%"
"13.08.2007","25,5314","25,4590","25,5460","25,4370","","0,28%"
"10.08.2007","25,4592","25,4556","25,5229","25,4378","","0,02%"
"09.08.2007","25,4550","25,4353","25,4813","25,2980","","0,09%"
"08.08.2007","25,4325","25,4727","25,4984","25,4050","","-0,10%"
"07.08.2007","25,4580","25,4870","25,4914","25,4125","","-0,09%"
"06.08.2007","25,4820","25,4473","25,4981","25,4275","","0,02%"
"03.08.2007","25,4760","25,5688","25,5795","25,4708","","-0,37%"
"02.08.2007","25,5705","25,5857","25,6240","25,5623","","-0,10%"
"01.08.2007","25,5960","25,5680","25,6295","25,5428","","0,15%"
"31.07.2007","25,5570","25,5526","25,5778","25,5175","","0,01%"
"30.07.2007","25,5555","25,5959","25,6328","25,5547","","-0,14%"
"27.07.2007","25,5915","25,4707","25,6145","25,4580","","0,54%"
"26.07.2007","25,4540","25,4875","25,5188","25,4415","","-0,17%"
"25.07.2007","25,4970","25,3880","25,5165","25,3825","","0,43%"
"24.07.2007","25,3875","25,4075","25,4160","25,3645","","-0,09%"
"23.07.2007","25,4100","25,3783","25,4180","25,3627","","0,07%"
"20.07.2007","25,3933","25,4224","25,4346","25,3730","","-0,05%"
"19.07.2007","25,4055","25,4308","25,4609","25,3705","","-0,09%"
"18.07.2007","25,4280","25,4618","25,4843","25,4048","","-0,12%"
"17.07.2007","25,4580","25,4788","25,4834","25,4425","","-0,03%"
"16.07.2007","25,4655","25,4605","25,4956","25,4305","","0,06%"
"13.07.2007","25,4505","25,4949","25,5124","25,4288","","-0,18%"
"12.07.2007","25,4955","25,5345","25,5412","25,4835","","-0,06%"
"11.07.2007","25,5105","25,5350","25,5532","25,4978","","-0,16%"
"10.07.2007","25,5525","25,6588","25,6906","25,5368","","-0,44%"
"09.07.2007","25,6652","25,7021","25,7377","25,6400","","-0,17%"
"06.07.2007","25,7085","25,6913","25,7850","25,6805","","0,04%"
"05.07.2007","25,6995","25,6619","25,7260","25,6225","","0,15%"
"04.07.2007","25,6620","25,6863","25,6899","25,6435","","-0,08%"
"03.07.2007","25,6815","25,6495","25,6964","25,6399","","0,12%"
"02.07.2007","25,6500","25,7148","25,7528","25,6370","","-0,28%"
"29.06.2007","25,7215","25,8168","25,8445","25,7185","","-0,35%"
"28.06.2007","25,8120","25,8211","25,8478","25,7780","","-0,09%"
"27.06.2007","25,8350","25,7959","25,8873","25,7919","","0,20%"
"26.06.2007","25,7835","25,8775","25,8925","25,7407","","-0,38%"
"25.06.2007","25,8825","25,8828","25,9143","25,8625","","-0,02%"
"22.06.2007","25,8885","25,9636","25,9733","25,8806","","-0,27%"
"21.06.2007","25,9583","25,9633","25,9889","25,9375","","0,07%"
"20.06.2007","25,9395","25,9358","25,9600","25,9088","","0,06%"
"19.06.2007","25,9230","25,9414","25,9696","25,8998","","-0,08%"
"18.06.2007","25,9425","25,9693","25,9750","25,9328","","-0,09%"
"15.06.2007","25,9650","26,0427","26,0467","25,9614","","-0,28%"
"14.06.2007","26,0370","26,0393","26,0748","26,0229","","-0,06%"
"13.06.2007","26,0537","26,0395","26,0877","26,0227","","0,19%"
"12.06.2007","26,0050","25,9820","26,0355","25,9688","","0,10%"
"11.06.2007","25,9800","25,9730","26,0153","25,9680","","-0,02%"
"08.06.2007","25,9842","25,9065","26,0215","25,8985","","0,29%"
"07.06.2007","25,9080","25,8371","25,9207","25,8243","","0,28%"
"06.06.2007","25,8362","25,8269","25,8549","25,8000","","0,02%"
"05.06.2007","25,8323","25,8584","25,8624","25,7865","","-0,11%"
"04.06.2007","25,8615","25,8969","25,9088","25,8395","","-0,14%"
"01.06.2007","25,8975","25,8861","25,9474","25,8698","","0,05%"
"31.05.2007","25,8842","25,9124","25,9197","25,8605","","-0,11%"
"30.05.2007","25,9125","25,8940","25,9347","25,8835","","0,05%"
"29.05.2007","25,9005","25,8910","25,9233","25,8205","","0,06%"
"28.05.2007","25,8850","25,8971","25,9025","25,8698","","0,00%"
"25.05.2007","25,8845","25,9059","25,9345","25,8668","","-0,02%"
"24.05.2007","25,8900","25,8830","25,9315","25,8728","","0,03%"
"23.05.2007","25,8830","25,8868","25,9305","25,8325","","0,02%"
"22.05.2007","25,8775","25,8777","25,9232","25,8592","","0,00%"
"21.05.2007","25,8784","25,8244","25,9237","25,8115","","0,23%"
"18.05.2007","25,8197","25,8413","25,8792","25,8086","","-0,09%"
"17.05.2007","25,8435","25,8201","25,8610","25,7905","","0,07%"
"16.05.2007","25,8255","25,7431","25,8350","25,7244","","0,34%"
"15.05.2007","25,7376","25,7942","25,8134","25,7258","","-0,18%"
"14.05.2007","25,7850","25,8042","25,8170","25,7755","","-0,13%"
"11.05.2007","25,8180","25,8550","25,8744","25,8095","","-0,17%"
"10.05.2007","25,8615","25,8134","25,8695","25,7680","","0,29%"
"09.05.2007","25,7871","25,7966","25,8156","25,7738","","-0,04%"
"08.05.2007","25,7985","25,7376","25,8248","25,7125","","0,29%"
"07.05.2007","25,7250","25,7388","25,7505","25,7071","","-0,02%"
"04.05.2007","25,7311","25,7884","25,8090","25,7245","","-0,16%"
"03.05.2007","25,7711","25,7496","25,7925","25,7125","","0,15%"
"02.05.2007","25,7325","25,7357","25,7804","25,7226","","-0,01%"
"01.05.2007","25,7355","25,6978","25,7499","25,6645","","0,22%"
"30.04.2007","25,6800","25,7092","25,7502","25,6555","","-0,08%"
"27.04.2007","25,7010","25,7391","25,7520","25,6566","","-0,10%"
"26.04.2007","25,7260","25,6972","25,7520","25,6705","","0,11%"
"25.04.2007","25,6977","25,7019","25,7220","25,6717","","-0,06%"
"24.04.2007","25,7131","25,7617","25,7922","25,7031","","-0,17%"
"23.04.2007","25,7580","25,7402","25,7959","25,7285","","0,11%"
"20.04.2007","25,7295","25,7296","25,7531","25,7005","","-0,03%"
"19.04.2007","25,7385","25,7285","25,7799","25,7165","","-0,08%"
"18.04.2007","25,7600","25,7680","25,7983","25,7243","","-0,03%"
"17.04.2007","25,7665","25,8093","25,8178","25,7407","","-0,09%"
"16.04.2007","25,7901","25,7824","25,8087","25,7591","","-0,04%"
"13.04.2007","25,8000","25,8480","25,8554","25,7855","","-0,19%"
"12.04.2007","25,8495","25,9100","25,9178","25,8345","","-0,24%"
"11.04.2007","25,9125","25,9040","25,9308","25,8985","","0,01%"
"10.04.2007","25,9110","25,9856","25,9921","25,8848","","-0,29%"
"09.04.2007","25,9860","25,9722","26,0013","25,9585","","0,07%"
"06.04.2007","25,9682","25,9165","25,9814","25,9088","","0,21%"
"05.04.2007","25,9140","25,9753","25,9988","25,8995","","-0,24%"
"04.04.2007","25,9755","26,0170","26,0295","25,9598","","-0,16%"
"03.04.2007","26,0160","25,9808","26,0290","25,9639","","0,16%"
"02.04.2007","25,9748","25,9684","26,0084","25,9627","","0,05%"
"30.03.2007","25,9630","26,0132","26,0552","25,9405","","-0,15%"
"29.03.2007","26,0031","26,0315","26,0427","25,9888","","-0,01%"
"28.03.2007","26,0045","25,9907","26,0295","25,9665","","0,04%"
"27.03.2007","25,9954","26,0135","26,0258","25,9811","","-0,03%"
"26.03.2007","26,0025","26,0599","26,0920","25,9925","","-0,19%"
"23.03.2007","26,0523","26,0129","26,0622","25,9928","","0,14%"
"22.03.2007","26,0150","25,9593","26,0334","25,9297","","-0,10%"
"21.03.2007","26,0400","26,0235","26,0530","26,0155","","0,06%"
"20.03.2007","26,0235","26,0370","26,0725","26,0227","","-0,03%"
"19.03.2007","26,0320","26,0335","26,0626","26,0163","","0,01%"
"16.03.2007","26,0300","26,1165","26,1190","26,0068","","-0,33%"
"15.03.2007","26,1170","26,1250","26,1575","26,1005","","-0,02%"
"14.03.2007","26,1235","26,1555","26,1702","26,0995","","-0,07%"
"13.03.2007","26,1411","26,1664","26,2017","26,1268","","-0,10%"
"12.03.2007","26,1670","26,2285","26,2486","26,1605","","-0,25%"
"09.03.2007","26,2320","26,2245","26,2605","26,1838","","0,04%"
"08.03.2007","26,2210","26,1970","26,2375","26,1755","","0,05%"
"07.03.2007","26,2080","26,2303","26,2434","26,2005","","-0,14%"
"06.03.2007","26,2451","26,2688","26,2769","26,2281","","-0,09%"
"05.03.2007","26,2681","26,1520","26,2857","26,1518","","0,44%"
"02.03.2007","26,1525","26,1619","26,2101","26,1518","","-0,08%"
"01.03.2007","26,1740","26,1139","26,1921","26,1060","","0,22%"
"28.02.2007","26,1173","26,1126","26,1675","26,1057","","0,05%"
"27.02.2007","26,1054","26,1632","26,1915","26,0895","","-0,30%"
"26.02.2007","26,1829","26,1838","26,1984","26,1544","","0,03%"
"23.02.2007","26,1761","26,2257","26,2505","26,1622","","-0,16%"
"22.02.2007","26,2190","26,2083","26,2686","26,2015","","0,02%"
"21.02.2007","26,2149","26,2175","26,2367","26,1864","","-0,01%"
"20.02.2007","26,2174","26,2035","26,2296","26,1695","","0,07%"
"19.02.2007","26,1990","26,2045","26,2380","26,2005","","-0,09%"
"16.02.2007","26,2220","26,2235","26,2675","26,2205","","-0,03%"
"15.02.2007","26,2310","26,2445","26,2465","26,1920","","-0,05%"
"14.02.2007","26,2430","26,3400","26,3532","26,2245","","-0,39%"
"13.02.2007","26,3460","26,3970","26,4171","26,3340","","-0,14%"
"12.02.2007","26,3840","26,3749","26,4302","26,3282","","0,10%"
"09.02.2007","26,3583","26,3185","26,3816","26,3140","","0,15%"
"08.02.2007","26,3190","26,4758","26,4835","26,3150","","-0,57%"
"07.02.2007","26,4705","26,5008","26,5149","26,4638","","-0,15%"
"06.02.2007","26,5110","26,5453","26,5663","26,5085","","-0,10%"
"05.02.2007","26,5370","26,5140","26,5608","26,5075","","0,06%"
"02.02.2007","26,5200","26,4855","26,5250","26,4098","","0,13%"
"01.02.2007","26,4860","26,4725","26,5094","26,4595","","-0,02%"
"31.01.2007","26,4915","26,5328","26,5775","26,4835","","-0,15%"
"30.01.2007","26,5305","26,5365","26,5558","26,5148","","-0,03%"
"29.01.2007","26,5395","26,5610","26,5865","26,5265","","-0,09%"
"26.01.2007","26,5640","26,5431","26,5985","26,5355","","0,26%"
"25.01.2007","26,4940","26,5236","26,5502","26,4820","","-0,11%"
"24.01.2007","26,5230","26,4788","26,5399","26,4710","","0,14%"
"23.01.2007","26,4861","26,5401","26,5569","26,4613","","-0,18%"
"22.01.2007","26,5340","26,5260","26,5630","26,5140","","0,08%"
"19.01.2007","26,5130","26,5195","26,5700","26,4795","","-0,05%"
"18.01.2007","26,5275","26,5580","26,5898","26,5165","","-0,09%"
"17.01.2007","26,5515","26,5756","26,5905","26,5405","","-0,05%"
"16.01.2007","26,5650","26,5677","26,5893","26,5135","","-0,02%"
"15.01.2007","26,5710","26,5819","26,5938","26,5410","","0,00%"
"12.01.2007","26,5700","26,5990","26,6293","26,5540","","-0,07%"
"11.01.2007","26,5875","26,5490","26,6050","26,4780","","0,16%"
"10.01.2007","26,5455","26,4834","26,5540","26,4728","","0,29%"
"09.01.2007","26,4680","26,3845","26,4947","26,3678","","0,33%"
"08.01.2007","26,3820","26,3845","26,3845","26,3845","","0,00%"
"05.01.2007","26,3820","26,3845","26,3845","26,3845","","0,00%"
"04.01.2007","26,3820","26,3100","26,3965","26,3083","","0,29%"
"03.01.2007","26,3050","26,3100","26,3100","26,3095","","0,00%"
"02.01.2007","26,3050","26,3100","26,3100","26,3095","","0,00%"
"01.01.2007","26,3050","26,3255","26,3255","26,3095","","-0,06%"
